trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1,False,"{'a': 0.4, 'e': 0.9900498337491681}",20,0,-116.76656021699533,"{0: 12, 1: 4, 2: 1, 3: 1, 4: 2}",0
2,False,"{'a': 0.4, 'e': 0.9801986733067553}",25,0,-178.62280521124617,"{0: 14, 1: 1, 2: 7, 3: 0, 4: 3}",0
3,False,"{'a': 0.4, 'e': 0.9704455335485082}",25,0,-187.90939626624075,"{0: 10, 1: 3, 2: 10, 3: 0, 4: 2}",0
4,False,"{'a': 0.4, 'e': 0.9607894391523232}",20,0,-125.0718228457565,"{0: 8, 1: 3, 2: 8, 3: 0, 4: 1}",0
5,False,"{'a': 0.4, 'e': 0.951229424500714}",25,0,-89.35747380562879,"{0: 14, 1: 3, 2: 7, 3: 1, 4: 0}",0
6,False,"{'a': 0.4, 'e': 0.9417645335842487}",35,0,-143.12775368193803,"{0: 25, 1: 3, 2: 2, 3: 3, 4: 2}",0
7,False,"{'a': 0.4, 'e': 0.9323938199059483}",25,0,-143.62078633254353,"{0: 15, 1: 1, 2: 5, 3: 3, 4: 1}",0
8,False,"{'a': 0.4, 'e': 0.9231163463866358}",25,0,-81.39564233227368,"{0: 15, 1: 5, 2: 4, 3: 0, 4: 1}",0
9,False,"{'a': 0.4, 'e': 0.9139311852712282}",20,0,-149.42658286256227,"{0: 11, 1: 0, 2: 6, 3: 1, 4: 2}",0
10,False,"{'a': 0.4, 'e': 0.9048374180359595}",20,0,-122.95316829742947,"{0: 9, 1: 5, 2: 3, 3: 2, 4: 1}",0
11,False,"{'a': 0.4, 'e': 0.8958341352965282}",20,0,-109.94441531127656,"{0: 13, 1: 2, 2: 3, 3: 0, 4: 2}",0
12,False,"{'a': 0.4, 'e': 0.8869204367171575}",25,0,-106.67423519692488,"{0: 15, 1: 4, 2: 4, 3: 1, 4: 1}",0
13,False,"{'a': 0.4, 'e': 0.8780954309205613}",25,0,-57.36591552027565,"{0: 19, 1: 1, 2: 4, 3: 0, 4: 1}",0
14,False,"{'a': 0.4, 'e': 0.8693582353988059}",25,0,-161.04025790450885,"{0: 14, 1: 2, 2: 3, 3: 5, 4: 1}",0
15,False,"{'a': 0.4, 'e': 0.8607079764250578}",30,0,-165.0404534023012,"{0: 19, 1: 3, 2: 4, 3: 1, 4: 3}",0
16,False,"{'a': 0.4, 'e': 0.8521437889662113}",20,0,-127.72318160966292,"{0: 11, 1: 2, 2: 5, 3: 0, 4: 2}",0
17,False,"{'a': 0.4, 'e': 0.8436648165963837}",30,0,-217.61957070273436,"{0: 16, 1: 0, 2: 10, 3: 1, 4: 3}",0
18,False,"{'a': 0.4, 'e': 0.835270211411272}",25,0,-102.20994031990196,"{0: 19, 1: 1, 2: 2, 3: 1, 4: 2}",0
19,False,"{'a': 0.4, 'e': 0.8269591339433623}",30,0,-78.61652518161691,"{0: 20, 1: 5, 2: 4, 3: 0, 4: 1}",0
20,False,"{'a': 0.4, 'e': 0.8187307530779818}",30,0,-150.77523806461033,"{0: 20, 1: 2, 2: 5, 3: 0, 4: 3}",0
21,False,"{'a': 0.4, 'e': 0.8105842459701871}",30,0,-121.971572088457,"{0: 21, 1: 3, 2: 3, 3: 1, 4: 2}",0
22,False,"{'a': 0.4, 'e': 0.8025187979624785}",20,0,-111.12393570727023,"{0: 13, 1: 0, 2: 5, 3: 0, 4: 2}",0
23,False,"{'a': 0.4, 'e': 0.794533602503334}",20,0,-102.3534387730183,"{0: 13, 1: 0, 2: 4, 3: 2, 4: 1}",0
24,False,"{'a': 0.4, 'e': 0.7866278610665535}",20,0,-60.48006069853249,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
25,False,"{'a': 0.4, 'e': 0.7788007830714049}",35,0,-233.82321780135177,"{0: 21, 1: 4, 2: 4, 3: 2, 4: 4}",0
26,False,"{'a': 0.4, 'e': 0.7710515858035663}",25,18,6.927030214623764,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
27,False,"{'a': 0.4, 'e': 0.7633794943368531}",20,1,11.195011666133468,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
28,False,"{'a': 0.4, 'e': 0.7557837414557255}",25,17,-34.906297848415285,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 1}",1
29,False,"{'a': 0.4, 'e': 0.7482635675785653}",20,0,-46.372653436623814,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
30,False,"{'a': 0.4, 'e': 0.7408182206817179}",30,0,-23.442286443590614,"{0: 23, 1: 4, 2: 3, 3: 0, 4: 0}",0
31,False,"{'a': 0.4, 'e': 0.7334469562242892}",30,0,-87.85883026894243,"{0: 23, 1: 2, 2: 3, 3: 0, 4: 2}",0
32,False,"{'a': 0.4, 'e': 0.7261490370736909}",20,6,-87.5747675737581,"{0: 8, 1: 0, 2: 4, 3: 1, 4: 1}",1
33,False,"{'a': 0.4, 'e': 0.7189237334319262}",25,0,-77.5789153298551,"{0: 17, 1: 1, 2: 6, 3: 0, 4: 1}",0
34,False,"{'a': 0.4, 'e': 0.7117703227626098}",20,0,-31.57843976540398,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 1}",0
35,False,"{'a': 0.4, 'e': 0.7046880897187134}",20,0,-13.09873871551631,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
36,False,"{'a': 0.4, 'e': 0.697676326071031}",20,3,-112.93932119315983,"{0: 11, 1: 1, 2: 2, 3: 1, 4: 2}",1
37,False,"{'a': 0.4, 'e': 0.6907343306373547}",25,0,-38.5772285281501,"{0: 20, 1: 0, 2: 4, 3: 1, 4: 0}",0
38,False,"{'a': 0.4, 'e': 0.6838614092123558}",30,20,12.122373443839495,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
39,False,"{'a': 0.4, 'e': 0.6770568744981647}",20,0,-54.16346212389963,"{0: 13, 1: 2, 2: 4, 3: 1, 4: 0}",0
40,False,"{'a': 0.4, 'e': 0.6703200460356393}",25,13,-7.8050671903023865,"{0: 9, 1: 1, 2: 2, 3: 0, 4: 0}",1
41,False,"{'a': 0.4, 'e': 0.6636502501363194}",20,0,-57.35783845599775,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
42,False,"{'a': 0.4, 'e': 0.6570468198150569}",35,0,-54.349309749782776,"{0: 28, 1: 2, 2: 4, 3: 0, 4: 1}",0
43,False,"{'a': 0.4, 'e': 0.6505090947233165}",25,10,-20.19287202959813,"{0: 11, 1: 0, 2: 4, 3: 0, 4: 0}",1
44,False,"{'a': 0.4, 'e': 0.6440364210831414}",25,7,-6.645241575359685,"{0: 16, 1: 0, 2: 1, 3: 1, 4: 0}",1
45,False,"{'a': 0.4, 'e': 0.6376281516217733}",20,0,-14.659240873478469,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
46,False,"{'a': 0.4, 'e': 0.631283645506926}",25,13,-100.67788626770508,"{0: 6, 1: 2, 2: 2, 3: 0, 4: 2}",1
47,False,"{'a': 0.4, 'e': 0.6250022682827008}",35,13,-44.68097748021461,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 2}",1
48,False,"{'a': 0.4, 'e': 0.6187833918061408}",25,0,-26.879024509962417,"{0: 21, 1: 2, 2: 1, 3: 0, 4: 1}",0
49,False,"{'a': 0.4, 'e': 0.6126263941844161}",20,0,-76.4212682810384,"{0: 15, 1: 1, 2: 1, 3: 2, 4: 1}",0
50,False,"{'a': 0.4, 'e': 0.6065306597126334}",25,3,-87.51736343114406,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 2}",1
51,False,"{'a': 0.4, 'e': 0.600495578812266}",30,19,-5.116766481582006,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
52,False,"{'a': 0.4, 'e': 0.5945205479701944}",20,8,-15.999407232699372,"{0: 9, 1: 2, 2: 0, 3: 1, 4: 0}",1
53,False,"{'a': 0.4, 'e': 0.5886049696783552}",20,0,-70.00984832508098,"{0: 13, 1: 0, 2: 5, 3: 2, 4: 0}",0
54,False,"{'a': 0.4, 'e': 0.5827482523739896}",25,0,-0.29092072054615237,"{0: 21, 1: 3, 2: 1, 3: 0, 4: 0}",0
55,False,"{'a': 0.4, 'e': 0.5769498103804866}",20,0,-86.59358422203198,"{0: 14, 1: 0, 2: 4, 3: 1, 4: 1}",0
56,False,"{'a': 0.4, 'e': 0.5712090638488149}",20,0,-78.09354939341058,"{0: 14, 1: 1, 2: 3, 3: 1, 4: 1}",0
57,False,"{'a': 0.4, 'e': 0.5655254386995371}",25,11,-25.357749662456655,"{0: 11, 1: 0, 2: 2, 3: 1, 4: 0}",1
58,False,"{'a': 0.4, 'e': 0.559898366565402}",25,6,6.225862418777045,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 0}",1
59,False,"{'a': 0.4, 'e': 0.5543272847345071}",25,13,-26.190830600177065,"{0: 10, 1: 0, 2: 0, 3: 2, 4: 0}",1
60,False,"{'a': 0.4, 'e': 0.5488116360940265}",20,0,-9.806618376032388,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
61,False,"{'a': 0.4, 'e': 0.5433508690744998}",25,0,-83.46018603644998,"{0: 16, 1: 2, 2: 6, 3: 0, 4: 1}",0
62,False,"{'a': 0.4, 'e': 0.5379444375946745}",25,0,-47.159549149330765,"{0: 21, 1: 0, 2: 2, 3: 1, 4: 1}",0
63,False,"{'a': 0.4, 'e': 0.5325918010068972}",20,10,-0.21560645751133078,"{0: 8, 1: 2, 2: 0, 3: 0, 4: 0}",1
64,False,"{'a': 0.4, 'e': 0.5272924240430485}",30,4,-98.94180988735947,"{0: 21, 1: 1, 2: 1, 3: 0, 4: 3}",1
65,False,"{'a': 0.4, 'e': 0.522045776761016}",20,9,-19.591537136448785,"{0: 6, 1: 4, 2: 1, 3: 0, 4: 0}",1
66,False,"{'a': 0.4, 'e': 0.5168513344916993}",20,0,8.791542254399358,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
67,False,"{'a': 0.4, 'e': 0.5117085777865424}",35,10,-50.301229431407414,"{0: 20, 1: 1, 2: 3, 3: 0, 4: 1}",1
68,False,"{'a': 0.4, 'e': 0.5066169923655897}",20,15,-1.0006164875914174,"{0: 4, 1: 0, 2: 1, 3: 0, 4: 0}",1
69,False,"{'a': 0.4, 'e': 0.5015760690660556}",25,13,-61.64152158567788,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 2}",1
70,False,"{'a': 0.4, 'e': 0.4965853037914095}",20,0,-98.011273178436,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 2}",0
71,False,"{'a': 0.4, 'e': 0.49164419746096516}",35,4,-97.92709852586093,"{0: 23, 1: 3, 2: 2, 3: 1, 4: 2}",1
72,False,"{'a': 0.4, 'e': 0.4867522559599717}",20,11,-13.316634087410197,"{0: 7, 1: 1, 2: 0, 3: 1, 4: 0}",1
73,False,"{'a': 0.4, 'e': 0.48190899009020244}",30,3,-66.66061643137847,"{0: 21, 1: 1, 2: 3, 3: 1, 4: 1}",1
74,False,"{'a': 0.4, 'e': 0.47711391552103444}",20,5,0.9170886931093443,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 0}",1
75,False,"{'a': 0.4, 'e': 0.47236655274101474}",30,14,-29.10765902501058,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 1}",1
76,False,"{'a': 0.4, 'e': 0.46766642700990924}",20,0,-6.874654412180411,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
77,False,"{'a': 0.4, 'e': 0.46301306831122807}",25,0,-25.407734740776252,"{0: 20, 1: 2, 2: 2, 3: 1, 4: 0}",0
78,False,"{'a': 0.4, 'e': 0.45840601130522357}",25,0,-90.90834280644339,"{0: 19, 1: 1, 2: 3, 3: 0, 4: 2}",0
79,False,"{'a': 0.4, 'e': 0.45384479528235583}",25,6,8.444073135580885,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 0}",1
80,False,"{'a': 0.4, 'e': 0.44932896411722156}",20,8,-35.87374962909002,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 1}",1
81,False,"{'a': 0.4, 'e': 0.4448580662229411}",25,18,-8.803390584747207,"{0: 6, 1: 0, 2: 0, 3: 1, 4: 0}",1
82,False,"{'a': 0.4, 'e': 0.44043165450599925}",20,13,-10.747566184443189,"{0: 5, 1: 0, 2: 2, 3: 0, 4: 0}",1
83,False,"{'a': 0.4, 'e': 0.43604928632153556}",20,6,2.8378383145793173,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
84,False,"{'a': 0.4, 'e': 0.43171052342907973}",20,0,17.151326470492915,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
85,False,"{'a': 0.4, 'e': 0.4274149319487267}",25,14,-0.584804808071671,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 0}",1
86,False,"{'a': 0.4, 'e': 0.4231620823177488}",20,8,-76.88523273601561,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 2}",1
87,False,"{'a': 0.4, 'e': 0.418951549247639}",20,14,3.66088996074559,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
88,False,"{'a': 0.4, 'e': 0.4147829116815814}",20,16,6.800667723155839,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
89,False,"{'a': 0.4, 'e': 0.4106557527523455}",25,14,-54.77219986419914,"{0: 7, 1: 1, 2: 2, 3: 0, 4: 1}",1
90,False,"{'a': 0.4, 'e': 0.4065696597405991}",30,14,8.824547292799059,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
91,False,"{'a': 0.4, 'e': 0.40252422403363597}",25,2,-18.487442351557718,"{0: 18, 1: 1, 2: 4, 3: 0, 4: 0}",1
92,False,"{'a': 0.4, 'e': 0.3985190410845142}",20,8,5.778375719887608,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
93,False,"{'a': 0.4, 'e': 0.39455371037160114}",25,5,-51.727099672937946,"{0: 16, 1: 1, 2: 1, 3: 1, 4: 1}",1
94,False,"{'a': 0.4, 'e': 0.3906278353585211}",20,9,-4.103065858977992,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
95,False,"{'a': 0.4, 'e': 0.3867410234545012}",25,0,-19.12596612849487,"{0: 21, 1: 1, 2: 2, 3: 1, 4: 0}",0
96,False,"{'a': 0.4, 'e': 0.38289288597511206}",25,17,13.96955218612836,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
97,False,"{'a': 0.4, 'e': 0.37908303810339883}",20,14,-9.666909000578443,"{0: 4, 1: 1, 2: 1, 3: 0, 4: 0}",1
98,False,"{'a': 0.4, 'e': 0.37531109885139957}",25,14,8.135398531814387,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
99,False,"{'a': 0.4, 'e': 0.3715766910220457}",20,6,-55.79591538870569,"{0: 10, 1: 0, 2: 3, 3: 0, 4: 1}",1
100,False,"{'a': 0.4, 'e': 0.36787944117144233}",20,0,-115.55045377499899,"{0: 13, 1: 2, 2: 2, 3: 1, 4: 2}",0
101,False,"{'a': 0.4, 'e': 0.3642189795715233}",20,3,2.3785640307575364,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
102,False,"{'a': 0.4, 'e': 0.3605949401730783}",20,11,16.008875978097763,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
103,False,"{'a': 0.4, 'e': 0.3570069605691474}",25,14,5.643304273576874,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
104,False,"{'a': 0.4, 'e': 0.35345468195878016}",25,14,3.459035331735132,"{0: 9, 1: 2, 2: 0, 3: 0, 4: 0}",1
105,False,"{'a': 0.4, 'e': 0.3499377491111554}",30,24,13.152069999615357,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
106,False,"{'a': 0.4, 'e': 0.34645581033005746}",30,23,14.393017271011098,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
107,False,"{'a': 0.4, 'e': 0.3430085174187067}",30,0,-32.748176053367786,"{0: 24, 1: 0, 2: 6, 3: 0, 4: 0}",0
108,False,"{'a': 0.4, 'e': 0.33959552564493917}",35,18,20.69171625091577,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
109,False,"{'a': 0.4, 'e': 0.33621649370673334}",20,12,-14.803067389371662,"{0: 6, 1: 0, 2: 1, 3: 1, 4: 0}",1
110,False,"{'a': 0.4, 'e': 0.33287108369807955}",25,8,-52.73932232352057,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 2}",1
111,False,"{'a': 0.4, 'e': 0.32955896107518906}",20,13,-9.033304365296186,"{0: 6, 1: 0, 2: 0, 3: 1, 4: 0}",1
112,False,"{'a': 0.4, 'e': 0.32627979462303947}",20,11,-3.0511131107430884,"{0: 8, 1: 0, 2: 0, 3: 1, 4: 0}",1
113,False,"{'a': 0.4, 'e': 0.3230332564222529}",20,3,2.9308315827706135,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
114,False,"{'a': 0.4, 'e': 0.3198190218163039}",25,9,18.22714770246668,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
115,False,"{'a': 0.4, 'e': 0.3166367693790532}",25,8,-58.59040778875425,"{0: 12, 1: 0, 2: 4, 3: 0, 4: 1}",1
116,False,"{'a': 0.4, 'e': 0.3134861808826053}",20,7,12.26351978554683,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
117,False,"{'a': 0.4, 'e': 0.31036694126548503}",25,10,-15.241017163123928,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 1}",1
118,False,"{'a': 0.4, 'e': 0.30727873860113125}",20,11,5.061655725306052,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
119,False,"{'a': 0.4, 'e': 0.3042212640667041}",25,18,12.656446051076431,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
120,False,"{'a': 0.4, 'e': 0.30119421191220214}",25,6,-15.21189367447787,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 0}",1
121,False,"{'a': 0.4, 'e': 0.2981972794298874}",20,0,-35.318185827309605,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
122,False,"{'a': 0.4, 'e': 0.2952301669240142}",20,4,27.189268012360824,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
123,False,"{'a': 0.4, 'e': 0.2922925776808594}",25,7,1.8524890133937557,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
124,False,"{'a': 0.4, 'e': 0.28938421793905067}",20,2,5.574580271062063,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 0}",1
125,False,"{'a': 0.4, 'e': 0.2865047968601901}",25,14,8.85739528283724,"{0: 9, 1: 2, 2: 0, 3: 0, 4: 0}",1
126,False,"{'a': 0.4, 'e': 0.2836540264997704}",35,16,-63.75465087082584,"{0: 13, 1: 3, 2: 1, 3: 1, 4: 1}",1
127,False,"{'a': 0.4, 'e': 0.2808316217783798}",20,4,-1.899212597882879,"{0: 13, 1: 2, 2: 1, 3: 0, 4: 0}",1
128,False,"{'a': 0.4, 'e': 0.27803730045319414}",30,16,25.940385415620405,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
129,False,"{'a': 0.4, 'e': 0.27527078308975234}",30,0,-9.465299155186884,"{0: 28, 1: 0, 2: 1, 3: 0, 4: 1}",0
130,False,"{'a': 0.4, 'e': 0.2725317930340126}",20,14,9.132340544575651,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
131,False,"{'a': 0.4, 'e': 0.26982005638468687}",30,21,16.226476752892275,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
132,False,"{'a': 0.4, 'e': 0.2671353019658504}",20,5,0.8228973020537731,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 0}",1
133,False,"{'a': 0.4, 'e': 0.26447726129982396}",25,9,19.840065053347033,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
134,False,"{'a': 0.4, 'e': 0.261845668580326}",25,15,21.135617884339837,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
135,False,"{'a': 0.4, 'e': 0.2592402606458915}",20,12,16.475537951183487,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
136,False,"{'a': 0.4, 'e': 0.2566607769535559}",20,16,8.542403124429061,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
137,False,"{'a': 0.4, 'e': 0.25410695955280027}",20,4,30.009272554192957,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
138,False,"{'a': 0.4, 'e': 0.2515785530597565}",20,10,19.137935791238213,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
139,False,"{'a': 0.4, 'e': 0.2490753046316682}",20,6,4.4949895783687275,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
140,False,"{'a': 0.4, 'e': 0.24659696394160646}",25,13,10.942041175575728,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
141,False,"{'a': 0.4, 'e': 0.2441432831534371}",20,14,12.000929084455604,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
142,False,"{'a': 0.4, 'e': 0.24171401689703648}",25,11,26.2927510028242,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
143,False,"{'a': 0.4, 'e': 0.23930892224375455}",25,15,18.386565801200234,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
144,False,"{'a': 0.4, 'e': 0.2369277586821218}",25,16,-34.326081356072166,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 1}",1
145,False,"{'a': 0.4, 'e': 0.23457028809379768}",20,12,-3.88712458176955,"{0: 6, 1: 1, 2: 1, 3: 0, 4: 0}",1
146,False,"{'a': 0.4, 'e': 0.23223627472975886}",20,0,0.9057299650601138,"{0: 18, 1: 1, 2: 0, 3: 1, 4: 0}",0
147,False,"{'a': 0.4, 'e': 0.22992548518672387}",30,19,14.632923117200887,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
148,False,"{'a': 0.4, 'e': 0.22763768838381276}",30,11,29.18176532064003,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 0}",1
149,False,"{'a': 0.4, 'e': 0.22537265553943875}",35,17,-63.792178109094934,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 2}",1
150,False,"{'a': 0.4, 'e': 0.22313016014842985}",30,15,24.7777529568829,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
151,False,"{'a': 0.4, 'e': 0.22090997795937822}",20,11,16.519463745874873,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
152,False,"{'a': 0.4, 'e': 0.21871188695221477}",25,9,18.531168162915165,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
153,False,"{'a': 0.4, 'e': 0.21653566731600707}",30,17,-39.0058001383394,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 1}",1
154,False,"{'a': 0.4, 'e': 0.21438110142697797}",20,11,-11.642184377683055,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 0}",1
155,False,"{'a': 0.4, 'e': 0.21224797382674307}",20,0,34.119529426304844,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
156,False,"{'a': 0.4, 'e': 0.21013607120076475}",30,10,2.0649339694359736,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",1
157,False,"{'a': 0.4, 'e': 0.20804518235702046}",20,13,14.462891795506327,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
158,False,"{'a': 0.4, 'e': 0.20597509820488347}",20,13,10.776443373543218,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
159,False,"{'a': 0.4, 'e': 0.20392561173421345}",25,17,16.550008731785756,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
160,False,"{'a': 0.4, 'e': 0.2018965179946554}",25,8,-8.521726677627283,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
161,False,"{'a': 0.4, 'e': 0.1998876140751445}",20,2,-36.417066710636924,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 1}",1
162,False,"{'a': 0.4, 'e': 0.19789869908361468}",25,8,6.493295959901964,"{0: 16, 1: 0, 2: 0, 3: 1, 4: 0}",1
163,False,"{'a': 0.4, 'e': 0.19592957412690934}",25,20,9.841348353143701,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
164,False,"{'a': 0.4, 'e': 0.19398004229089189}",20,0,-18.488769535928046,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
165,False,"{'a': 0.4, 'e': 0.1920499086207541}",25,16,15.802918041176802,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
166,False,"{'a': 0.4, 'e': 0.19013898010152053}",25,12,18.11722381158667,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
167,False,"{'a': 0.4, 'e': 0.1882470656387468}",20,1,17.273336381428663,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 0}",1
168,False,"{'a': 0.4, 'e': 0.18637397603941}",35,18,18.128329202087468,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
169,False,"{'a': 0.4, 'e': 0.1845195239929893}",20,4,18.741110857520905,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
170,False,"{'a': 0.4, 'e': 0.18268352405273466}",35,22,27.281013879001343,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
171,False,"{'a': 0.4, 'e': 0.1808657926171221}",35,15,-85.7299135779422,"{0: 14, 1: 2, 2: 2, 3: 0, 4: 2}",1
172,False,"{'a': 0.4, 'e': 0.17906614791149325}",25,0,-1.905917101483621,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",1
173,False,"{'a': 0.4, 'e': 0.17728440996987782}",30,6,16.498340733679083,"{0: 21, 1: 2, 2: 1, 3: 0, 4: 0}",1
174,False,"{'a': 0.4, 'e': 0.1755204006169969}",30,19,7.834263578681382,"{0: 9, 1: 2, 2: 0, 3: 0, 4: 0}",1
175,False,"{'a': 0.4, 'e': 0.17377394345044514}",20,12,14.293037975472298,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
176,False,"{'a': 0.4, 'e': 0.17204486382305054}",20,13,7.680076679388764,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
177,False,"{'a': 0.4, 'e': 0.17033298882540945}",20,12,14.593527509949858,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
178,False,"{'a': 0.4, 'e': 0.16863814726859552}",25,13,22.612265578829387,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
179,False,"{'a': 0.4, 'e': 0.16696016966704072}",20,12,4.809196207773368,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
180,False,"{'a': 0.4, 'e': 0.16529888822158656}",20,10,21.420743403679314,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
181,False,"{'a': 0.4, 'e': 0.16365413680270408}",20,11,-24.256909613362208,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 1}",1
182,False,"{'a': 0.4, 'e': 0.16202575093388077}",25,7,-25.759255267497664,"{0: 15, 1: 2, 2: 0, 3: 0, 4: 1}",1
183,False,"{'a': 0.4, 'e': 0.16041356777517277}",30,19,1.3558469075111823,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
184,False,"{'a': 0.4, 'e': 0.1588174261069207}",30,11,22.378547826816934,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
